MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
9156,2011/01/13,2013/10/14,女,4,江门市,广东,CN,31,2014/03/31,3,3816,0,0,0,3335,5584,3819.23,2014/03/07,0.375,477,561,25,72.5,111,559,1332,0,0.683959527,0,3,0,3816,0,1891,1891,1332,5707,5148,1,0,0,0.999738014,23
37320,2009/01/02,2009/11/17,男,4,北京,北京,CN,38,2014/03/31,4,4110,0,0,690,3118,4278,3819.02,2014/01/19,0.5,513.75,303,73,118.3333333,353,0,0,0,0.892711547,1,3,646,3464,0,0,0,0,4110,3464,0.75,0.25,0.157139382,0.842617368,0
21119,2008/03/15,2008/03/15,男,4,嘉兴,浙江,CN,46,2014/03/31,2,2988,0,0,0,3326,4020,3819,2014/02/18,0.25,373.5,624,43,64,64,0,0,0,0.95,0,2,0,2988,0,0,0,0,2988,2988,1,0,0,0.99966544,0
35759,2008/08/20,2008/08/20,女,4,长春,吉林,CN,55,2014/03/31,4,3111,0,0,1920,0,5262,3818.7,2013/05/02,0.5,388.875,164,335,77.33333333,196,0,0,1,0.725712657,3,1,3111,0,0,0,0,0,3111,0,0.25,0.75,0.999678663,0,1
24548,2012/05/25,2012/05/25,男,4,北京,北京,CN,28,2014/03/31,3,2167,0,0,2805,0,6192,3818.35,2012/09/05,0.375,270.875,0,574,51.5,57,0,0,0,0.616658592,3,0,2167,0,0,0,0,0,2167,0,0,1,0.999538745,0,0
2900,2008/05/13,2008/05/13,男,4,深圳,广东,CN,33,2014/03/31,3,3267,0,0,3432,0,4557,3818.2,2013/02/26,0.375,408.375,98,400,116.5,148,0,0,0,0.837875795,3,0,3267,0,0,0,0,0,3267,0,0,1,0.999694002,0,0
51423,2012/04/12,2012/07/01,男,4,中山,广东,CN,33,2014/03/31,5,2979,0,0,3884,0,4660,3818.2,2012/10/31,0.625,372.375,80,518,30.5,40,0,0,0,0.819356223,5,0,2979,0,0,0,0,0,2979,0,0,1,0.99966443,0,0
12426,2008/07/30,2009/03/10,男,4,郑州,河南,CN,42,2014/03/31,7,3116,0,0,2322,1434,5908,3818.12,2014/01/17,0.875,389.5,178,75,79.66666667,238,2074,9453,0,0.646262695,5,2,1944,1172,0,11527,11527,9453,14643,10625,0.285714286,0.714285714,0.623676612,0.376002567,23
30993,2009/03/25,2009/03/25,男,4,大连,辽宁,CN,35,2014/03/31,5,3024,0,0,2130,1066,4700,3818.05,2013/05/18,0.625,378,44,319,92,268,0,0,0,0.812351064,4,1,2366,658,0,0,0,0,3024,658,0.2,0.8,0.78214876,0.217520661,0
4422,2010/08/25,2011/04/29,男,4,深圳,广东,CN,32,2014/03/31,3,3934,0,0,0,3258,5445,3817.16,2014/02/26,0.375,491.75,611,35,42.5,69,0,0,0,0.701039486,0,3,0,3934,0,0,0,0,3934,3934,1,0,0,0.99974587,0
57463,2010/12/28,2011/07/21,女,4,广州,广东,CN,47,2014/03/31,8,4086,0,0,636,4029,6192,3817.14,2013/11/09,1,510.75,113,144,67.71428571,264,0,0,0,0.616463178,1,7,617,3469,0,0,0,0,4086,3469,0.875,0.125,0.150966479,0.848788843,0
19442,2008/04/13,2008/06/11,男,4,北京,北京,CN,46,2014/03/31,4,3799,0,0,3717,0,4011,3816.9,2012/09/22,0.5,474.875,9,557,55,96,0,0,0,0.951608078,4,0,3799,0,0,0,0,0,3799,0,0,1,0.999736842,0,0
2511,2007/09/19,2010/11/10,男,4,柳州,广西,CN,63,2014/03/31,5,2947,0,0,3705,0,5373,3816.7,2012/11/30,0.625,368.375,6,488,59.25,223,0,0,0,0.710348036,5,0,2947,0,0,0,0,0,2947,0,0,1,0.999660787,0,0
58447,2010/01/17,2011/02/24,女,4,成都,四川,CN,32,2014/03/31,5,3422,0,0,0,3622,6868,3816.56,2014/02/03,0.625,427.75,329,58,86,163,0,0,1,0.555701805,1,4,0,3422,0,0,0,0,3422,3422,0.8,0.2,0,0.999707859,1
4739,2010/12/22,2010/12/22,男,4,福州,福建,CN,34,2014/03/31,3,4209,0,0,780,2623,4578,3816.51,2013/11/24,0.375,526.125,65,129,268.5,439,0,0,0,0.833663172,1,2,700,3509,0,0,0,0,4209,3509,0.666666667,0.333333333,0.166270784,0.833491686,0
40555,2010/01/14,2010/03/01,男,4,HONG KONG,,HK,46,2014/03/31,4,3572,0,0,4581,0,4854,3816.3,2012/08/15,0.5,446.5,73,595,21,34,0,0,0,0.786217553,4,0,3572,0,0,0,0,0,3572,0,0,1,0.999720123,0,0
11735,2007/09/28,2012/04/21,男,4,茂名,广东,CN,44,2014/03/31,2,3816,0,0,1700,1598,3934,3815.98,2013/11/13,0.25,477,20,140,571,571,0,0,0,0.97,1,1,1908,1908,0,0,0,0,3816,1908,0.5,0.5,0.499869007,0.499869007,0
41997,2011/10/26,2012/02/07,女,4,广州,广东,CN,31,2014/03/31,3,3434,0,0,850,2448,5901,3815.98,2014/02/14,0.375,429.25,179,47,252.5,491,0,0,0,0.646666667,1,2,763,2671,0,0,0,0,3434,2671,0.666666667,0.333333333,0.222125182,0.777583697,0
4318,2009/10/28,2010/04/23,男,4,北京,北京,CN,,2014/03/31,5,2915,0,0,2496,0,5537,3815.55,2013/03/30,0.625,364.375,71,368,73,145,0,0,0,0.689100596,5,0,2915,0,0,0,0,0,2915,0,0,1,0.999657064,0,0
53052,2011/11/15,2013/09/06,女,4,沈阳市,辽宁省,CN,53,2014/03/31,2,2138,0,0,0,2964,5870,3815.5,2013/09/22,0.25,267.25,523,192,16,16,0,0,0,0.65,0,2,0,2138,0,0,0,0,2138,2138,1,0,0,0.999532492,0
1621,2012/01/19,2012/02/28,男,4,重庆,重庆,CN,43,2014/03/31,2,3468,0,0,0,3002,4016,3815.2,2013/05/05,0.25,433.5,396,332,3,3,0,0,0,0.95,0,2,0,3468,0,0,0,0,3468,3468,1,0,0,0.999711732,0
57341,2008/08/25,2010/03/25,女,4,南京,江苏,CN,58,2014/03/31,4,1844,0,0,2484,966,6104,3815,2013/05/24,0.5,230.5,117,313,100.3333333,152,0,0,0,0.625,3,1,1383,461,0,0,0,0,1844,461,0.25,0.75,0.749593496,0.249864499,0
53310,2010/03/19,2010/09/17,男,4,乌鲁木齐,新疆,CN,47,2014/03/31,5,3312,0,0,3033,893,4025,3814.94,2014/03/30,0.625,414,113,2,154,400,0,0,0,0.94781118,4,1,2484,828,0,0,0,0,3312,828,0.2,0.8,0.749773619,0.24992454,0
56831,2007/11/04,2010/07/08,女,4,上海,上海,CN,34,2014/03/31,4,3209,0,0,0,1885,5116,3814.85,2014/03/07,0.5,401.125,84,25,207.3333333,612,0,0,0,0.745670446,2,2,1539,1670,0,0,0,0,3209,1670,0.5,0.5,0.479439252,0.520249221,0
48701,2008/10/24,2008/12/11,男,4,北京,北京,CN,45,2014/03/31,4,3452,0,0,283,2991,5980,3814.64,2013/09/08,0.5,431.5,146,206,126.3333333,223,0,0,0,0.637899666,1,3,0,3452,0,0,0,0,3452,3452,0.75,0.25,0,0.999710397,0
48164,2008/04/10,2008/04/13,女,4,上海,上海,CN,38,2014/03/31,4,3557,0,0,2560,616,4554,3813.98,2013/12/21,0.5,444.625,208,102,140.3333333,397,0,0,0,0.837501098,2,2,2396,1161,0,0,0,0,3557,1161,0.5,0.5,0.673412029,0.326306914,0
52295,2013/03/22,2013/07/15,女,4,广州,广东,CN,44,2014/03/31,4,3354,0,0,0,2867,5243,3813.65,2013/12/14,0.8,670.8,115,109,50.66666667,138,0,0,0,0.727379363,0,4,0,3354,0,0,0,0,3354,3354,1,0,0,0.999701937,0
7344,2013/03/12,2013/03/12,女,4,乌鲁木齐,新疆,CN,45,2014/03/31,4,1835,0,0,0,2446,6740,3813.42,2013/10/29,0.8,367,0,155,77,178,0,0,0,0.565789318,1,3,258,1577,0,0,0,0,1835,1577,0.75,0.25,0.140522876,0.858932462,0
1418,2010/09/08,2011/06/15,男,4,慈溪,浙江,CN,46,2014/03/31,4,3706,0,0,1530,2123,4507,3813.4,2013/08/12,0.5,463.25,181,233,105.6666667,209,0,0,0,0.846106057,1,3,1908,1798,0,0,0,0,3706,1798,0.75,0.25,0.514701915,0.485028325,0
9762,2006/08/02,2006/11/13,男,4,惠州,广东,CN,57,2014/03/31,7,2067,0,0,1416,897,9119,3813.15,2013/07/08,0.875,258.375,34,268,71.5,241,0,0,1,0.418154403,6,1,1416,651,0,0,0,0,2067,651,0.142857143,0.857142857,0.684719536,0.314796905,1
11421,2007/12/27,2007/12/27,男,4,,上海,CN,44,2014/03/31,11,2508,0,0,1043,0,7893,3812.92,2013/10/19,1.375,313.5,20,165,54.6,301,0,0,0,0.483076143,10,1,2308,200,0,0,0,0,2508,200,0.090909091,0.909090909,0.919888402,0.079713033,1
14658,2012/07/17,2013/03/27,男,4,广州,广东,CN,36,2014/03/31,4,1975,0,0,858,2457,7802,3812.9,2013/07/15,0.571428571,282.1428571,253,261,36.66666667,51,0,0,0,0.488708024,1,3,649,1326,0,0,0,0,1975,1326,0.75,0.25,0.328441296,0.671052632,0
19279,2007/03/28,2007/12/29,男,4,北京,北京,CN,43,2014/03/31,4,3963,0,0,2210,1256,5314,3812.9,2013/10/18,0.5,495.375,206,166,119.6666667,348,0,0,0,0.717519759,2,2,2671,1292,0,0,0,0,3963,1292,0.5,0.5,0.673814329,0.325933401,0
17512,2011/05/30,2011/06/05,女,4,上海,.,CN,33,2014/03/31,7,2526,0,0,2656,0,6082,3812.4,2013/01/09,0.875,315.75,28,448,42.5,139,0,0,0,0.626833279,7,0,2526,0,0,0,0,0,2526,0,0,1,0.999604274,0,0
51823,2012/10/16,2012/10/16,男,4,黄石,湖北,CN,31,2014/03/31,6,2858,0,0,3461,448,5119,3812.3,2013/04/03,1,476.3333333,0,364,33.8,134,0,0,0,0.7447353,5,1,2858,0,0,0,0,0,2858,0,0.166666667,0.833333333,0.999650227,0,0
60812,2012/10/21,2012/10/21,男,4,上海,上海,CN,37,2014/03/31,6,2977,0,0,648,2946,5926,3812.22,2013/12/04,1,496.1666667,0,119,81.8,313,0,22048,0,0.643304084,1,5,676,2301,0,22048,22048,22048,25025,24349,0.833333333,0.166666667,0.226997985,0.772666219,3
60421,2012/03/01,2012/12/04,男,4,成都,四川,CN,35,2014/03/31,5,1357,0,0,878,2465,9334,3811.96,2014/03/31,0.625,169.625,247,1,120.75,205,0,0,0,0.408395115,1,4,680,677,0,0,0,0,1357,677,0.8,0.2,0.500736377,0.498527246,0
36355,2012/03/24,2013/01/31,女,4,东莞,广东,CN,39,2014/03/31,3,3432,0,0,2625,774,4954,3811.5,2014/02/23,0.375,429,305,38,194,384,1378,5853,0,0.76937828,2,1,2753,679,0,7231,7231,5853,10663,6532,0.333333333,0.666666667,0.801922517,0.197786193,23
12843,2008/11/25,2008/12/14,男,4,广州市,广东,CN,32,2014/03/31,6,2126,0,0,3150,581,6126,3811.44,2013/11/06,0.75,265.75,197,147,77.4,252,1926,2938,0,0.622174339,4,2,1926,200,0,4864,4864,2938,6990,3138,0.333333333,0.666666667,0.905500705,0.094029149,39
37739,2012/06/09,2012/06/30,男,4,深圳,广东,CN,36,2014/03/31,3,4404,0,0,3704,0,9531,3811.35,2012/09/29,0.375,550.5,21,550,45.5,89,0,0,0,0.399889833,3,0,4404,0,0,0,0,0,4404,0,0,1,0.999772985,0,0
49727,2010/09/06,2010/09/06,男,4,武汉,湖北,CN,58,2014/03/31,5,2963,0,0,1401,2434,4647,3811.31,2013/08/07,0.625,370.375,101,238,98,263,0,0,0,0.820165698,2,3,1258,1705,0,0,0,0,2963,1705,0.6,0.4,0.424426451,0.575236167,0
60242,2012/01/03,2012/01/03,男,4,上海市,上海,CN,27,2014/03/31,2,3560,0,0,0,3441,4098,3811.14,2013/11/20,0.25,445,591,133,7,7,0,0,0,0.93,0,2,0,3560,0,0,0,0,3560,3560,1,0,0,0.99971918,0
61478,2013/02/24,2013/02/24,男,4,瑞安,浙江,CN,41,2014/03/31,6,3188,0,0,1430,2372,6667,3811.02,2014/02/27,1.2,637.6,0,34,73.6,362,0,0,0,0.571624419,2,4,1091,2097,0,0,0,0,3188,2097,0.666666667,0.333333333,0.342113515,0.657572907,0
50383,2011/08/24,2011/08/24,男,4,深圳,广东,CN,28,2014/03/31,5,2824,0,0,0,3946,6071,3810.14,2013/09/28,0.625,353,382,186,40.75,105,0,0,0,0.627596772,0,5,0,2824,0,0,0,0,2824,2824,1,0,0,0.999646018,0
59496,2011/04/24,2011/04/24,男,4,Seocho-gu,Seoul,KR,61,2014/03/31,6,3358,0,0,11306,0,3810,3810,2012/08/07,0.75,419.75,15,603,22.6,40,0,0,0,1,6,0,3358,0,0,0,0,0,3358,0,0,1,0.999702292,0,0
49677,2010/04/27,2010/04/27,女,4,盐城,江苏,CN,40,2014/03/31,4,2807,0,0,0,1638,5524,3809.88,2013/11/08,0.5,350.875,6,145,193.3333333,470,0,0,0,0.689695873,2,2,1695,1112,0,0,0,0,2807,1112,0.5,0.5,0.603632479,0.396011396,0
14434,2011/06/13,2011/06/14,男,4,,,HK,49,2014/03/31,5,3258,0,0,2618,1040,5461,3809.85,2013/08/13,0.625,407.25,178,232,80.25,144,0,0,0,0.697646951,3,2,2414,844,0,0,0,0,3258,844,0.4,0.6,0.740718012,0.258975146,0
62140,2011/09/01,2012/01/26,男,4,杭州市,浙江省,CN,27,2014/03/31,6,774,0,0,2331,1235,10706,3809.85,2013/12/01,0.75,96.75,38,122,114.2,238,0,0,0,0.355861199,4,2,774,0,0,0,0,0,774,0,0.333333333,0.666666667,0.998709677,0,0
60036,2011/12/22,2011/12/22,女,4,广州,广东,CN,30,2014/03/31,5,3264,0,0,1024,2706,6496,3809.78,2014/01/16,0.625,408,283,76,93,163,0,0,0,0.586480911,1,4,1198,2066,0,0,0,0,3264,2066,0.8,0.2,0.366921899,0.632771822,0
31955,2012/07/18,2012/07/18,男,4,,,SG,44,2014/03/31,3,3150,0,0,678,1100,8466,3809.7,2013/09/13,0.428571429,450,0,201,211,406,0,0,0,0.45,1,2,1050,2100,0,0,0,0,3150,2100,0.666666667,0.333333333,0.333227547,0.666455094,0
1099,2007/02/10,2007/06/19,男,4,潜江,湖北,CN,59,2014/03/31,5,3585,0,0,3153,546,4531,3809.5,2013/05/16,0.625,448.125,4,321,101.5,325,0,0,0,0.840763628,4,1,3193,392,0,0,0,0,3585,392,0.2,0.8,0.890407139,0.109313999,0
44299,2010/01/15,2010/01/15,女,4,深圳,广东,CN,31,2014/03/31,4,4090,0,0,0,3583,5234,3809.41,2014/02/11,0.5,511.25,609,50,24,63,0,0,0,0.727820023,0,4,0,4090,0,0,0,0,4090,4090,1,0,0,0.999755561,0
53736,2007/06/26,2007/06/26,男,4,长春,吉林,CN,34,2014/03/31,4,3196,0,0,0,1411,5251,3809.26,2014/02/19,0.5,399.5,556,42,44.33333333,111,0,0,0,0.725435155,0,4,0,3196,0,0,0,0,3196,3196,1,0,0,0.999687207,0
61214,2012/12/14,2012/12/14,男,4,上海,上海,CN,35,2014/03/31,2,3353,0,0,,0,3809,3809,2013/03/27,0.333333333,558.8333333,0,371,103,103,0,0,0,1,2,0,3353,0,0,0,0,0,3353,0,0,1,0.999701849,0,0
34569,2009/06/26,2009/06/26,男,4,上海,上海,CN,38,2014/03/31,4,2490,0,0,0,3276,6120,3808.76,2014/03/18,0.5,311.25,519,14,66,140,0,0,0,0.622346405,0,4,0,2490,0,0,0,0,2490,2490,1,0,0,0.999598555,0
39664,2009/02/22,2009/02/22,男,4,,,CN,42,2014/03/31,5,2380,0,0,2737,819,6745,3808.75,2013/04/18,0.625,297.5,37,349,86.25,130,0,0,0,0.564677539,4,1,1952,428,0,0,0,0,2380,428,0.2,0.8,0.819823604,0.179756405,0
16006,2012/11/10,2012/11/10,女,4,大连,辽宁,CN,46,2014/03/31,4,1816,0,0,2806,701,6896,3808.5,2013/06/04,0.666666667,302.6666667,0,302,68.66666667,189,0,0,0,0.552276682,3,1,1316,500,0,0,0,0,1816,500,0.25,0.75,0.724270776,0.275178866,0
52059,2013/03/20,2014/03/01,女,4,乌鲁木齐,新疆,CN,49,2014/03/31,2,3449,0,0,0,3230,5684,3808.28,2014/03/10,0.4,689.8,346,22,10,10,0,0,0,0.67,0,2,0,3449,0,0,0,0,3449,3449,1,0,0,0.999710145,0
37147,2007/04/10,2012/12/13,男,4,沈阳,辽宁,CN,46,2014/03/31,8,3289,0,0,175,3824,5372,3807.68,2014/01/30,1,411.125,256,62,59,218,0,0,0,0.708801191,1,7,0,3289,0,0,0,0,3289,3289,0.875,0.125,0,0.999696049,0
48577,2008/08/14,2012/01/20,男,4,广州,广东,CN,52,2014/03/31,4,2390,0,0,2905,469,6196,3807.31,2014/02/15,0.5,298.75,12,46,224.3333333,432,0,0,0,0.614478696,3,1,1948,442,0,0,0,0,2390,442,0.25,0.75,0.814721874,0.184859891,0
52370,2013/03/01,2013/03/01,男,4,沈阳市,辽宁省,CN,32,2014/03/31,5,3062,0,0,1025,988,6578,3807.24,2014/01/19,1,612.4,0,73,81,182,0,0,0,0.578783825,2,3,1329,1733,0,0,0,0,3062,1733,0.6,0.4,0.433888345,0.565785178,0
14164,2010/11/26,2010/11/26,男,4,,北京,CN,31,2014/03/31,5,2746,0,0,2436,1333,4992,3807.2,2014/02/04,0.625,343.25,183,57,122.75,185,308,0,0,0.762660256,3,2,1668,1078,0,308,308,0,3054,1078,0.4,0.6,0.607207863,0.392428103,1
11602,2007/08/06,2009/10/25,男,4,北京,北京,CN,53,2014/03/31,4,3391,0,0,1630,1542,7869,3807,2013/05/20,0.5,423.875,315,317,33,87,0,0,0,0.483797179,2,2,1694,1697,0,0,0,0,3391,1697,0.5,0.5,0.499410377,0.500294811,0
14216,2011/10/10,2012/01/16,男,4,*,北京,CN,64,2014/03/31,3,3573,0,0,2130,1886,3408,3807,2013/10/29,0.375,446.625,108,155,234,465,0,0,0,1.117077465,2,1,1500,2073,0,0,0,0,3573,2073,0.333333333,0.666666667,0.419697818,0.580022384,0
21113,2008/03/11,2012/08/10,男,4,北京,北京,CN,47,2014/03/31,3,3248,0,0,2999,0,5179,3806.9,2012/09/17,0.375,406,131,562,19,37,0,0,0,0.735064684,3,0,3248,0,0,0,0,0,3248,0,0,1,0.999692213,0,0
52332,2012/12/27,2012/12/27,女,4,伊宁,新疆,CN,33,2014/03/31,3,2698,0,0,1106,1166,6391,3806.52,2013/10/30,0.5,449.6666667,0,154,153.5,306,0,500,0,0.595606321,1,2,1099,1599,0,500,500,500,3198,2099,0.666666667,0.333333333,0.407187847,0.592441645,1
45865,2006/08/17,2007/07/24,男,4,,,HK,52,2014/03/31,7,2652,0,0,3195,1036,5219,3806.45,2013/05/23,0.875,331.5,138,314,46.5,200,0,0,0,0.729344702,5,2,1586,1066,0,0,0,0,2652,1066,0.285714286,0.714285714,0.597813796,0.401809273,0
59985,2012/09/11,2012/09/11,男,4,广州,广东,CN,27,2014/03/31,3,2022,0,0,2330,0,5856,3806.4,2012/11/05,0.428571429,288.8571429,0,513,27.5,51,0,0,0,0.65,3,0,2022,0,0,0,0,0,2022,0,0,1,0.999505685,0,0
17777,2007/03/13,2007/03/13,男,4,北京,北京,CN,37,2014/03/31,4,2628,0,0,768,742,5326,3806.29,2013/11/13,0.5,328.5,113,140,159.3333333,195,0,0,2,0.714662035,2,2,1672,956,0,0,0,0,2628,956,0.5,0.5,0.635983264,0.363636364,2
42662,2012/05/06,2013/02/04,男,4,上海市,上海市,CN,52,2014/03/31,5,2535,0,0,1478,1494,6443,3805.82,2013/11/02,0.625,316.875,274,151,67.75,258,0,0,0,0.590690672,3,2,1541,994,0,0,0,0,2535,994,0.4,0.6,0.607649842,0.391955836,0
30923,2009/10/06,2009/10/06,男,4,广州市,广东省,CN,40,2014/03/31,5,3003,0,0,1125,2490,5492,3805.79,2014/01/13,0.625,375.375,200,79,113,208,2587,4819,1,0.692969774,1,4,1157,1846,0,7406,7406,4819,10409,6665,0.8,0.2,0.385153129,0.614513981,23
7578,2010/07/18,2010/09/11,男,4,昆明,云南,CN,56,2014/03/31,3,2311,0,0,2870,0,6062,3805.4,2013/01/31,0.375,288.875,239,426,33,64,0,0,0,0.627746618,3,0,2311,0,0,0,0,0,2311,0,0,1,0.999567474,0,0
32365,2011/06/21,2011/06/21,男,4,深圳,广东,CN,48,2014/03/31,6,3259,0,0,777,2564,7063,3805.39,2013/12/11,0.75,407.375,1,112,123.6,355,0,0,0,0.53877814,2,4,400,2859,0,0,0,0,3259,2859,0.666666667,0.333333333,0.122699387,0.876993865,0
52552,2013/03/27,2013/03/27,男,4,温州,浙江,CN,34,2014/03/31,2,3649,0,0,735,2156,7631,3805.23,2014/02/18,0.4,729.8,0,43,328,328,0,0,0,0.498654174,1,1,0,3649,0,0,0,0,3649,3649,0.5,0.5,0,0.999726027,0
17515,2011/05/21,2011/05/29,男,4,石河子市,新疆,CN,36,2014/03/31,2,2326,0,0,0,2925,7388,3804.82,2013/06/24,0.25,290.75,445,282,4,4,0,0,0,0.515,0,2,0,2326,0,0,0,0,2326,2326,1,0,0,0.999570262,0
3049,2008/02/09,2009/01/28,男,5,北京,北京,CN,42,2014/03/31,5,3509,0,0,1380,2579,3501,3804.81,2013/11/08,0.625,438.625,95,145,122.75,283,0,0,0,1.086778063,2,3,1292,2217,0,0,0,0,3509,2217,0.6,0.4,0.368091168,0.631623932,0
52033,2012/11/13,2013/04/16,男,4,北京,北京,CN,45,2014/03/31,2,4378,0,0,0,3296,4756,3804.8,2013/04/19,0.333333333,729.6666667,154,348,3,3,0,0,0,0.8,0,2,0,4378,0,0,0,0,4378,4378,1,0,0,0.999771637,0
32540,2011/11/29,2011/11/29,男,4,深圳,广东,CN,30,2014/03/31,3,3431,0,0,1225,1997,5950,3804.7,2014/02/17,0.375,428.875,161,44,263,492,0,0,0,0.639445378,1,2,786,2645,0,0,0,0,3431,2645,0.666666667,0.333333333,0.229020979,0.770687646,0
13844,2013/03/01,2013/03/27,女,4,重庆,.,CN,45,2014/03/31,5,3657,0,0,704,2826,5108,3804.6,2013/12/13,1,731.4,26,110,65.25,199,0,0,0,0.744831637,1,4,895,2762,0,0,0,0,3657,2762,0.8,0.2,0.244669218,0.755057408,0
30099,2008/08/31,2008/09/04,男,4,南海,广东,CN,21,2014/03/31,2,2730,0,0,0,3294,5553,3804.52,2013/10/02,0.25,341.25,453,182,96,96,0,0,0,0.685128759,0,2,0,2730,0,0,0,0,2730,2730,1,0,0,0.999633834,0
48959,2009/08/25,2009/08/28,男,4,北京,北京,CN,28,2014/03/31,3,2793,0,0,0,3473,6345,3804.47,2014/02/08,0.375,349.125,548,53,65,125,0,0,0,0.599601261,0,3,0,2793,0,0,0,0,2793,2793,1,0,0,0.99964209,0
36575,2006/02/11,2006/02/17,女,4,广州,广东,CN,35,2014/03/31,4,2468,0,0,3657,0,6616,3804.2,2013/01/31,0.5,308.5,136,426,56.33333333,138,4000,1500,0,0.575,4,0,2468,0,0,5500,5500,1500,7968,1500,0,1,0.999594978,0,3
52594,2009/09/15,2009/12/16,男,4,上海市,上海,CN,39,2014/03/31,5,4020,0,0,4182,0,4718,3804,2013/03/04,0.625,502.5,63,394,68.5,151,0,0,0,0.806273845,5,0,4020,0,0,0,0,0,4020,0,0,1,0.999751306,0,0
61215,2012/12/07,2012/12/17,男,5,上海,上海,CN,44,2014/03/31,5,1572,0,0,774,1704,7978,3803.89,2014/03/30,0.833333333,262,10,2,117.25,190,0,0,0,0.476797443,2,3,920,652,0,0,0,0,1572,652,0.6,0.4,0.584869676,0.414494596,0
61844,2010/12/10,2010/12/11,男,4,本溪市,辽宁,CN,50,2014/03/31,3,3592,0,0,595,0,3359,3803.65,2013/03/12,0.375,449,96,386,124.5,220,0,0,0,1.132375707,3,0,3592,0,0,0,0,0,3592,0,0,1,0.999721681,0,0
11477,2007/04/27,2007/05/22,男,4,顺德,广东,CN,40,2014/03/31,4,2259,0,0,3352,0,7177,3803.6,2012/10/30,0.5,282.375,176,519,12,20,0,0,0,0.52997074,4,0,2259,0,0,0,0,0,2259,0,0,1,0.999557522,0,0
52499,2013/03/06,2013/03/06,男,4,阿拉尔,新疆,CN,48,2014/03/31,3,3723,0,0,1960,0,4765,3803.43,2013/08/10,0.6,744.6,0,235,78.5,155,0,0,0,0.798201469,1,2,2818,905,0,0,0,0,3723,905,0.666666667,0.333333333,0.756713212,0.24301826,0
43745,2010/01/01,2010/03/09,男,4,北京,北京,CN,32,2014/03/31,9,2597,0,0,0,4071,6865,3803.26,2014/03/31,1.125,324.625,403,1,40.875,181,0,0,0,0.554007283,0,9,0,2597,0,0,0,0,2597,2597,1,0,0,0.999615089,0
33295,2012/04/17,2012/04/19,男,4,汕头,广东,CN,36,2014/03/31,9,4397,0,0,5494,0,4331,3803,2012/11/13,1.125,549.625,2,505,26,112,0,0,0,0.878088201,9,0,4397,0,0,0,0,0,4397,0,0,1,0.999772624,0,0
41687,2011/10/19,2012/05/25,女,4,上海,.,CN,36,2014/03/31,3,3322,0,0,1580,0,3803,3803,2013/04/25,0.375,415.25,54,342,167.5,288,0,0,0,1,2,1,1424,1898,0,0,0,0,3322,1898,0.333333333,0.666666667,0.428528438,0.571170629,0
49185,2011/02/02,2011/02/02,女,4,Seoul,Yeongdeungpo-gu,KR,48,2014/03/31,4,2751,0,0,3794,1460,4835,3802.9,2013/07/08,0.5,343.875,114,268,116.3333333,160,0,0,0,0.786535677,3,1,2384,367,0,0,0,0,2751,367,0.25,0.75,0.86627907,0.133357558,0
1906,2013/01/11,2013/02/24,女,4,北京,北京,CN,28,2014/03/31,5,3137,0,0,700,2732,5548,3802.55,2014/03/23,1,627.4,44,9,98.25,154,0,0,0,0.685391132,1,4,610,2527,0,0,0,0,3137,2527,0.8,0.2,0.194391332,0.805289994,0
1718,2012/06/20,2012/07/20,女,4,武汉,湖北,CN,36,2014/03/31,4,3552,0,0,3136,462,4369,3802.1,2013/04/27,0.5,444,30,340,93.66666667,216,0,0,0,0.870244907,3,1,3325,227,0,0,0,0,3552,227,0.25,0.75,0.935828877,0.063889671,0
447,2012/10/30,2012/11/09,男,4,广州,广东,CN,29,2014/03/31,4,3257,0,0,1223,2119,5815,3801.99,2013/08/11,0.666666667,542.8333333,10,234,91.66666667,266,3435,7840,0,0.653824592,2,2,884,2373,0,11275,11275,7840,14532,10213,0.5,0.5,0.271332106,0.728360958,16
45249,2011/01/24,2012/10/05,女,4,郑州,河南,CN,39,2014/03/31,5,3080,0,0,2080,1516,5647,3801.88,2013/11/20,0.625,385,187,133,102.75,387,315,1199,0,0.673256596,3,2,1423,1657,0,1514,1514,1199,4594,2856,0.4,0.6,0.461863031,0.537812399,19
