,PM_US Post
41022,142.0
41023,139.0
41024,133.0
41025,137.0
41026,138.0
41027,138.0
41028,132.0
41029,135.0
41030,127.0
41031,109.0
41032,94.0
41033,100.0
41034,110.0
41035,123.0
41036,132.0
41037,138.0
41038,151.0
41039,162.0
41040,155.0
41041,143.0
41042,145.0
41043,147.0
41044,154.0
41045,163.0
41046,170.0
41047,174.0
41048,196.0
41049,207.0
41050,198.0
41051,176.0
41052,111.0
41053,85.0
41054,79.0
41055,100.0
41056,105.0
41057,110.0
41058,123.0
41059,124.0
41060,129.0
41061,140.0
41062,156.0
41063,104.0
41064,2.0
41065,2.0
41066,6.0
41067,5.0
41068,5.0
41069,6.0
41070,3.0
41071,3.0
41072,7.0
41073,7.0
41074,3.0
41075,3.0
41076,4.0
41077,6.0
41078,6.0
41079,4.0
41080,10.0
41081,15.0
41082,12.0
41083,14.0
41084,20.0
41085,19.0
41086,22.0
41087,30.0
41088,37.0
41089,39.0
41090,45.0
41091,42.0
41092,39.0
41093,25.0
41094,23.0
41095,17.0
41096,27.0
41097,19.0
41098,22.0
41099,31.0
41100,43.0
41101,54.0
41102,45.0
41103,44.0
41104,35.0
41105,41.0
41106,46.0
41107,47.0
41108,61.0
41109,80.0
41110,52.0
41111,41.0
41112,46.0
41113,44.0
41114,54.0
41115,59.0
41116,79.0
41117,115.0
41118,96.0
41119,108.0
41120,112.0
41121,118.0
41122,92.0
41123,74.0
41124,50.0
41125,36.0
41126,30.0
41127,38.0
41128,36.0
41129,43.0
41130,48.0
41131,57.0
41132,65.0
41133,83.0
41134,95.0
41135,82.0
41136,61.0
41137,73.0
41138,77.0
41139,86.0
41140,81.0
41141,81.0
41142,89.0
41143,91.0
41144,94.0
41145,108.0
41146,101.0
41147,93.0
41148,88.0
41149,84.0
41150,91.0
41151,92.0
41152,88.0
41153,116.0
41154,120.0
41155,124.0
41156,113.0
41157,104.0
41158,106.0
41159,121.0
41160,124.0
41161,135.0
41162,147.0
41163,82.0
41164,60.0
41165,60.0
41166,52.0
41167,54.0
41168,59.0
41169,59.0
41170,74.0
41171,68.0
41172,65.0
41173,68.0
41174,45.0
41175,36.0
41176,63.0
41177,54.0
41178,48.0
41179,57.0
41180,58.0
41181,63.0
41182,51.0
41183,52.0
41184,50.0
41185,54.0
41186,62.0
41187,64.0
41188,108.0
41189,95.0
41190,93.0
41191,94.0
41192,96.0
41193,51.0
41194,60.0
41195,50.0
41196,46.0
41197,39.0
41198,38.0
41199,47.0
41200,46.0
41201,48.0
41202,53.0
41203,67.0
41204,61.0
41205,73.0
41206,79.0
41207,74.0
41208,71.0
41209,76.0
41210,75.0
41211,78.0
41212,86.0
41213,95.0
41214,106.0
41215,79.0
41216,63.0
41217,49.0
41218,27.0
41219,11.0
41220,10.0
41221,6.0
41222,11.0
41223,12.0
41224,13.0
41225,10.0
41226,15.0
41227,23.0
41228,34.0
41229,36.0
41230,42.0
41231,42.0
41232,47.0
41233,47.0
41234,28.0
41235,20.0
41236,23.0
41237,16.0
41238,16.0
41239,15.0
41240,11.0
41241,11.0
41242,7.0
41243,4.0
41244,3.0
41245,6.0
41246,8.0
41247,6.0
41248,11.0
41249,16.0
41250,18.0
41251,20.0
41252,25.0
41253,20.0
41254,26.0
41255,30.0
41256,34.0
41257,30.0
41258,53.0
41259,49.0
41260,33.0
41261,18.0
41262,16.0
41263,15.0
41264,20.0
41265,25.0
41266,19.0
41267,22.0
41268,30.0
41269,45.0
41270,69.0
41271,90.0
41272,98.0
41273,93.0
41274,64.0
41275,65.0
41276,56.0
41277,56.0
41278,68.0
41279,56.0
41280,30.0
41281,25.0
41282,16.0
41283,10.0
41284,13.0
41285,19.0
41286,25.0
41287,22.0
41288,18.0
41289,19.0
41290,29.0
41291,44.0
41292,75.0
41293,60.0
41294,60.0
41295,60.0
41296,38.0
41297,35.0
41298,32.0
41299,41.0
41300,49.0
41301,49.0
41302,55.0
41303,56.0
41304,62.0
41305,80.0
41306,99.0
41307,104.0
41308,99.0
41309,97.0
41310,108.0
41311,99.0
41312,119.0
41313,93.0
41314,78.0
41315,67.0
41316,69.0
41317,51.0
41318,41.0
41319,34.0
41320,21.0
41321,27.0
41322,34.0
41323,37.0
41324,51.0
41325,61.0
41326,63.0
41327,59.0
41328,70.0
41329,78.0
41330,84.0
41331,97.0
41332,110.0
41333,106.0
41334,92.0
41335,110.0
41336,121.0
41337,136.0
41338,150.0
41339,118.0
41340,91.0
41341,86.0
41342,67.0
41343,60.0
41344,53.0
41345,53.0
41346,57.0
41347,97.0
41348,105.0
41349,119.0
41350,140.0
41351,144.0
41352,141.0
41353,145.0
41354,142.0
41355,141.0
41356,136.0
41357,128.0
41358,110.0
41359,116.0
41360,123.0
41361,127.0
41362,124.0
41363,115.0
41364,117.0
41365,113.0
41366,89.0
41367,95.0
41368,78.0
41369,140.0
41370,153.0
41371,159.0
41372,180.0
41373,200.0
41374,228.0
41375,229.0
41376,200.0
41377,146.0
41378,133.0
41379,125.0
41380,79.0
41381,80.0
41382,72.0
41383,59.0
41384,63.0
41385,64.0
41386,52.0
41387,67.0
41388,78.0
41389,89.0
41390,88.0
41391,96.0
41392,100.0
41393,93.0
41394,85.0
41395,88.0
41396,82.0
41397,80.0
41398,59.0
41399,75.0
41400,77.0
41401,70.0
41402,80.0
41403,81.0
41404,79.0
41405,89.0
41406,106.0
41407,112.0
41408,118.0
41409,120.0
41410,119.0
41411,127.0
41412,128.0
41413,135.0
41414,133.0
41415,124.0
41416,112.0
41417,107.0
41418,109.0
41419,108.0
41420,119.0
41421,117.0
41422,120.0
41423,123.0
41424,114.0
41425,109.0
41426,96.0
41427,102.0
41428,95.0
41429,81.0
41430,73.0
41431,63.0
41432,45.0
41433,51.0
41434,40.0
41435,36.0
41436,34.0
41437,24.0
41438,27.0
41439,26.0
41440,38.0
41441,42.0
41442,41.0
41443,56.0
41444,75.0
41445,68.0
41446,88.0
41447,50.0
41448,38.0
41449,38.0
41450,46.0
41451,35.0
41452,20.0
41453,9.0
41454,11.0
41455,17.0
41456,22.0
41457,13.0
41458,17.0
41459,14.0
41460,16.0
41461,14.0
41462,11.0
41463,10.0
41464,10.0
41465,31.0
41466,39.0
41467,56.0
41468,61.0
41469,64.0
41470,101.0
41471,111.0
41472,82.0
41473,84.0
41474,89.0
41475,91.0
41476,81.0
41477,103.0
41478,99.0
41479,105.0
41480,121.0
41481,139.0
41482,141.0
41483,148.0
41484,168.0
41485,157.0
41486,159.0
41487,151.0
41488,137.0
41489,128.0
41490,144.0
41491,147.0
41492,157.0
41493,145.0
41494,74.0
41495,60.0
41496,75.0
41497,86.0
41498,87.0
41499,99.0
41500,96.0
41501,107.0
41502,111.0
41503,120.0
41504,121.0
41505,126.0
41506,130.0
41507,123.0
41508,129.0
41509,146.0
41510,155.0
41511,193.0
41512,194.0
41513,203.0
41514,217.0
41515,219.0
41516,196.0
41517,166.0
41518,149.0
41519,119.0
41520,132.0
41521,61.0
41522,9.0
41523,9.0
41524,42.0
41525,43.0
41526,51.0
41527,28.0
41528,26.0
41529,14.0
41530,15.0
41531,10.0
41532,6.0
41533,10.0
41534,10.0
41535,17.0
41536,16.0
41537,22.0
41538,32.0
41539,54.0
41540,52.0
41541,59.0
41542,59.0
41543,77.0
41544,83.0
41545,83.0
41546,66.0
41547,59.0
41548,49.0
41549,58.0
41550,61.0
41551,63.0
41552,71.0
41553,82.0
41554,87.0
41555,98.0
41556,101.0
41557,69.0
41558,62.0
41559,45.0
41560,53.0
41561,46.0
41562,57.0
41563,53.0
41564,51.0
41565,58.0
41566,75.0
41567,75.0
41568,79.0
41569,97.0
41570,105.0
41571,105.0
41572,107.0
41573,103.0
41574,102.0
41575,97.0
41576,99.0
41577,85.0
41578,77.0
41579,17.0
41580,13.0
41581,10.0
41582,10.0
41583,12.0
41584,13.0
41585,12.0
41586,12.0
41587,14.0
41588,21.0
41589,17.0
41590,23.0
41591,26.0
41592,20.0
41593,24.0
41594,22.0
41595,17.0
41596,17.0
41597,20.0
41598,13.0
41599,18.0
41600,15.0
41601,17.0
41602,23.0
41603,22.0
41604,16.0
41605,22.0
41606,21.0
41607,23.0
41608,20.0
41609,26.0
41610,31.0
41611,44.0
41612,53.0
41613,57.0
41614,60.0
41615,78.0
41616,85.0
41617,83.0
41618,89.0
41619,80.0
41620,80.0
41621,69.0
41622,58.0
41623,62.0
41624,73.0
41625,77.0
41626,90.0
41627,91.0
41628,96.0
41629,71.0
41630,77.0
41631,76.0
41632,100.0
41633,100.0
41634,97.0
41635,93.0
41636,88.0
41637,82.0
41638,86.0
41639,82.0
41640,69.0
41641,66.0
41642,59.0
41643,62.0
41644,73.0
41645,80.0
41646,74.0
41647,79.0
41648,64.0
41649,61.0
41650,75.0
41651,64.0
41652,39.0
41653,31.0
41654,27.0
41655,21.0
41656,27.0
41657,33.0
41658,60.0
41659,79.0
41660,93.0
41661,129.0
41662,132.0
41663,121.0
41664,115.0
41665,113.0
41666,135.0
41667,115.0
41668,149.0
41669,109.0
41670,73.0
41671,57.0
41672,53.0
41673,59.0
41674,57.0
41675,84.0
41676,91.0
41677,133.0
41678,172.0
41679,182.0
41680,201.0
41681,207.0
41682,199.0
41683,177.0
41684,161.0
41685,156.0
41686,152.0
41687,130.0
41688,94.0
41689,81.0
41690,81.0
41691,78.0
41692,69.0
41693,59.0
41694,55.0
41695,54.0
41696,58.0
41697,61.0
41698,75.0
41699,78.0
41700,97.0
41701,105.0
41702,103.0
41703,100.0
41704,107.0
41705,109.0
41706,116.0
41707,112.0
41708,101.0
41709,80.0
41710,77.0
41711,79.0
41712,86.0
41713,72.0
41714,70.0
41715,64.0
41716,67.0
41717,63.0
41718,54.0
41719,50.0
41720,21.0
41721,11.0
41722,10.0
41723,8.0
41724,7.0
41725,10.0
41726,12.0
41727,8.0
41728,6.0
41729,11.0
41730,17.0
41731,22.0
41732,27.0
41733,43.0
41734,34.0
41735,39.0
41736,32.0
41737,28.0
41738,28.0
41739,22.0
41740,27.0
41741,22.0
41742,22.0
41743,25.0
41744,21.0
41745,22.0
41746,18.0
41747,18.0
41748,22.0
41749,20.0
41750,25.0
41751,22.0
41752,25.0
41753,33.0
41754,50.0
41755,61.0
41756,74.0
41757,79.0
41758,77.0
41759,91.0
41760,94.0
41761,107.0
41762,114.0
41763,104.0
41764,93.0
41765,85.0
41766,75.0
41767,75.0
41768,66.0
41769,66.0
41770,82.0
41771,104.0
41772,118.0
41773,140.0
41774,158.0
41775,179.0
41776,182.0
41777,189.0
41778,220.0
41779,245.0
41780,255.0
41781,284.0
41782,326.0
41783,301.0
41784,289.0
41785,269.0
41786,249.0
41787,232.0
41788,222.0
41789,217.0
41790,215.0
41791,243.0
41792,224.0
41793,236.0
41794,256.0
41795,272.0
41796,266.0
41797,280.0
41798,320.0
41799,364.0
41800,383.0
41801,402.0
41802,396.0
41803,419.0
41804,432.0
41805,432.0
41806,406.0
41807,388.0
41808,368.0
41809,355.0
41810,349.0
41811,353.0
41812,345.0
41813,341.0
41814,337.0
41815,342.0
41816,342.0
41817,334.0
41818,337.0
41819,343.0
41820,350.0
41821,364.0
41822,373.0
41823,385.0
41824,398.0
41825,430.0
41826,442.0
41827,443.0
41828,438.0
41829,420.0
41830,454.0
41831,430.0
41832,396.0
41833,386.0
41834,375.0
41835,344.0
41836,348.0
41837,338.0
41838,319.0
41839,324.0
41840,323.0
41841,331.0
41842,332.0
41843,328.0
41844,310.0
41845,298.0
41846,267.0
41847,261.0
41848,243.0
41849,263.0
41850,302.0
41851,331.0
41852,330.0
41853,308.0
41854,322.0
41855,328.0
41856,303.0
41857,290.0
41858,317.0
41859,314.0
41860,269.0
41861,204.0
41862,217.0
41863,202.0
41864,196.0
41865,230.0
41866,256.0
41867,246.0
41868,243.0
41869,237.0
41870,233.0
41871,239.0
41872,253.0
41873,108.0
41874,21.0
41875,18.0
41876,5.0
41877,6.0
41878,7.0
41879,8.0
41880,5.0
41881,7.0
41882,9.0
41883,9.0
41884,9.0
41885,8.0
41886,7.0
41887,4.0
41888,3.0
41889,4.0
41890,6.0
41891,3.0
41892,5.0
41893,6.0
41894,6.0
41895,4.0
41896,7.0
41897,6.0
41898,7.0
41899,13.0
41900,8.0
41901,10.0
41902,10.0
41903,7.0
41904,5.0
41905,3.0
41906,3.0
41907,7.0
41908,9.0
41909,7.0
41910,5.0
41911,5.0
41912,7.0
41913,9.0
41914,8.0
41915,9.0
41916,9.0
41917,8.0
41918,10.0
41919,10.0
41920,8.0
41921,13.0
41922,24.0
41923,35.0
41924,35.0
41925,51.0
41926,59.0
41927,61.0
41928,47.0
41929,42.0
41930,45.0
41931,47.0
41932,33.0
41933,20.0
41934,25.0
41935,22.0
41936,17.0
41937,26.0
41938,28.0
41939,31.0
41940,46.0
41941,49.0
41942,37.0
41943,31.0
41944,31.0
41945,54.0
41946,67.0
41947,75.0
41948,88.0
41949,114.0
41950,128.0
41951,141.0
41952,149.0
41953,149.0
41954,125.0
41955,92.0
41956,110.0
41957,89.0
41958,84.0
41959,95.0
41960,62.0
41961,23.0
41962,11.0
41963,13.0
41964,9.0
41965,12.0
41966,9.0
41967,8.0
41968,9.0
41969,8.0
41970,7.0
41971,16.0
41972,20.0
41973,17.0
41974,20.0
41975,40.0
41976,27.0
41977,27.0
41978,29.0
41979,31.0
41980,37.0
41981,36.0
41982,43.0
41983,44.0
41984,44.0
41985,25.0
41986,17.0
41987,17.0
41988,27.0
41989,29.0
41990,29.0
41991,36.0
41992,59.0
41993,59.0
41994,57.0
41995,55.0
41996,60.0
41997,70.0
41998,80.0
41999,85.0
42000,88.0
42001,91.0
42002,98.0
42003,103.0
42004,101.0
42005,98.0
42006,99.0
42007,95.0
42008,76.0
42009,80.0
42010,87.0
42011,87.0
42012,82.0
42013,105.0
42014,116.0
42015,103.0
42016,109.0
42017,118.0
42018,127.0
42019,144.0
42020,189.0
42021,190.0
42022,225.0
42023,211.0
42024,197.0
42025,200.0
42026,197.0
42027,193.0
42028,180.0
42029,117.0
42030,110.0
42031,111.0
42032,94.0
42033,112.0
42034,110.0
42035,155.0
42036,186.0
42037,194.0
42038,210.0
42039,215.0
42040,230.0
42041,239.0
42042,272.0
42043,296.0
42044,315.0
42045,357.0
42046,382.0
42047,406.0
42048,405.0
42049,389.0
42050,397.0
42051,413.0
42052,373.0
42053,362.0
42054,356.0
42055,344.0
42056,352.0
42057,357.0
42058,353.0
42059,292.0
42060,213.0
42061,210.0
42062,183.0
42063,161.0
42064,153.0
42065,169.0
42066,196.0
42067,200.0
42068,197.0
42069,178.0
42070,161.0
42071,161.0
42072,166.0
42073,171.0
42074,177.0
42075,177.0
42076,189.0
42077,187.0
42078,192.0
42079,203.0
42080,234.0
42081,261.0
42082,265.0
42083,268.0
42084,285.0
42085,264.0
42086,253.0
42087,228.0
42088,239.0
42089,256.0
42090,253.0
42091,262.0
42092,239.0
42093,143.0
42094,71.0
42095,61.0
42096,34.0
42097,36.0
42098,33.0
42099,31.0
42100,24.0
42101,31.0
42102,38.0
42103,38.0
42104,38.0
42105,38.0
42106,36.0
42107,38.0
42108,37.0
42109,36.0
42110,35.0
42111,33.0
42112,41.0
42113,38.0
42114,51.0
42115,67.0
42116,84.0
42117,91.0
42118,97.0
42119,60.0
42120,50.0
42121,47.0
42122,52.0
42123,73.0
42124,111.0
42125,104.0
42126,90.0
42127,84.0
42128,79.0
42129,83.0
42130,92.0
42131,104.0
42132,100.0
42133,101.0
42134,86.0
42135,85.0
42136,83.0
42137,97.0
42138,117.0
42139,124.0
42140,127.0
42141,132.0
42142,130.0
42143,126.0
42144,119.0
42145,108.0
42146,108.0
42147,102.0
42148,110.0
42149,113.0
42150,108.0
42151,116.0
42152,130.0
42153,134.0
42154,136.0
42155,145.0
42156,149.0
42157,133.0
42158,143.0
42159,149.0
42160,164.0
42161,170.0
42162,174.0
42163,191.0
42164,196.0
42165,195.0
42166,214.0
42167,227.0
42168,217.0
42169,195.0
42170,183.0
42171,179.0
42172,191.0
42173,178.0
42174,183.0
42175,185.0
42176,192.0
42177,199.0
42178,231.0
42179,253.0
42180,281.0
42181,294.0
42182,317.0
42183,318.0
42184,323.0
42185,339.0
42186,341.0
42187,346.0
42188,356.0
42189,383.0
42190,363.0
42191,381.0
42192,352.0
42193,319.0
42194,310.0
42195,331.0
42196,332.0
42197,315.0
42198,312.0
42199,310.0
42200,324.0
42201,330.0
42202,324.0
42203,331.0
42204,346.0
42205,352.0
42206,376.0
42207,402.0
42208,423.0
42209,440.0
42210,449.0
42211,472.0
42212,453.0
42213,413.0
42214,396.0
42215,395.0
42216,379.0
42217,341.0
42218,312.0
42219,257.0
42220,183.0
42221,39.0
42222,16.0
42223,14.0
42224,16.0
42225,10.0
42226,10.0
42227,9.0
42228,7.0
42229,9.0
42230,9.0
42231,10.0
42232,8.0
42233,9.0
42234,17.0
42235,15.0
42236,15.0
42237,12.0
42238,9.0
42239,10.0
42240,9.0
42241,12.0
42242,9.0
42243,13.0
42244,14.0
42245,12.0
42246,24.0
42247,23.0
42248,31.0
42249,57.0
42250,43.0
42251,35.0
42252,31.0
42253,30.0
42254,25.0
42255,33.0
42256,39.0
42257,40.0
42258,60.0
42259,68.0
42260,57.0
42261,51.0
42262,26.0
42263,50.0
42264,42.0
42265,43.0
42266,74.0
42267,87.0
42268,78.0
42269,77.0
42270,91.0
42271,99.0
42272,92.0
42273,83.0
42274,94.0
42275,90.0
42276,68.0
42277,60.0
42278,53.0
42279,51.0
42280,52.0
42281,51.0
42282,47.0
42283,47.0
42284,59.0
42285,59.0
42286,74.0
42287,93.0
42288,101.0
42289,111.0
42290,139.0
42291,129.0
42292,127.0
42293,114.0
42294,98.0
42295,102.0
42296,106.0
42297,111.0
42298,106.0
42299,105.0
42300,108.0
42301,107.0
42302,113.0
42303,126.0
42304,141.0
42305,158.0
42306,170.0
42307,176.0
42308,183.0
42309,193.0
42310,215.0
42311,215.0
42312,210.0
42313,214.0
42314,214.0
42315,272.0
42316,198.0
42317,176.0
42318,159.0
42319,158.0
42320,137.0
42321,156.0
42322,161.0
42323,163.0
42324,178.0
42325,180.0
42326,179.0
42327,182.0
42328,192.0
42329,199.0
42330,208.0
42331,212.0
42332,193.0
42333,205.0
42334,206.0
42335,212.0
42336,216.0
42337,232.0
42338,223.0
42339,229.0
42340,206.0
42341,194.0
42342,211.0
42343,225.0
42344,169.0
42345,144.0
42346,150.0
42347,144.0
42348,143.0
42349,143.0
42350,145.0
42351,152.0
42352,165.0
42353,176.0
42354,209.0
42355,224.0
42356,200.0
42357,188.0
42358,184.0
42359,180.0
42360,189.0
42361,215.0
42362,180.0
42363,81.0
42364,78.0
42365,24.0
42366,26.0
42367,29.0
42368,22.0
42369,14.0
42370,11.0
42371,12.0
42372,11.0
42373,13.0
42374,12.0
42375,9.0
42376,10.0
42377,10.0
42378,15.0
42379,18.0
42380,18.0
42381,14.0
42382,16.0
42383,10.0
42384,9.0
42385,6.0
42386,8.0
42387,6.0
42388,3.0
42389,2.0
42390,8.0
42391,8.0
42392,7.0
42393,6.0
42394,8.0
42395,6.0
42396,9.0
42397,8.0
42398,7.0
42399,10.0
42400,10.0
42401,11.0
42402,10.0
42403,7.0
42404,8.0
42405,7.0
42406,10.0
42407,17.0
42408,22.0
42409,28.0
42410,28.0
42411,26.0
42412,25.0
42413,20.0
42414,11.0
42415,28.0
42416,39.0
42417,38.0
42418,14.0
42419,11.0
42420,18.0
42421,8.0
42422,10.0
42423,10.0
42424,11.0
42425,23.0
42426,34.0
42427,40.0
42428,43.0
42429,48.0
42430,57.0
42431,61.0
42432,60.0
42433,68.0
42434,76.0
42435,72.0
42436,80.0
42437,80.0
42438,66.0
42439,64.0
42440,85.0
42441,96.0
42442,109.0
42443,118.0
42444,141.0
42445,159.0
42446,153.0
42447,153.0
42448,152.0
42449,157.0
42450,159.0
42451,196.0
42452,208.0
42453,215.0
42454,255.0
42455,239.0
42456,232.0
42457,210.0
42458,184.0
42459,174.0
42460,164.0
42461,147.0
42462,98.0
42463,136.0
42464,137.0
42465,90.0
42466,14.0
42467,8.0
42468,8.0
42469,11.0
42470,9.0
42471,6.0
42472,6.0
42473,10.0
42474,10.0
42475,7.0
42476,6.0
42477,5.0
42478,6.0
42479,4.0
42480,5.0
42481,4.0
42482,3.0
42483,8.0
42484,9.0
42485,7.0
42486,7.0
42487,9.0
42488,11.0
42489,7.0
42490,9.0
42491,7.0
42492,4.0
42493,3.0
42494,4.0
42495,7.0
42496,6.0
42497,6.0
42498,33.0
42499,40.0
42500,40.0
42501,48.0
42502,44.0
42503,41.0
42504,44.0
42505,45.0
42506,79.0
42507,76.0
42508,79.0
42509,90.0
42510,73.0
42511,70.0
42512,66.0
42513,59.0
42514,62.0
42515,60.0
42516,41.0
42517,38.0
42518,33.0
42519,18.0
42520,28.0
42521,46.0
42522,51.0
42523,57.0
42524,37.0
42525,35.0
42526,41.0
42527,46.0
42528,56.0
42529,69.0
42530,79.0
42531,76.0
42532,65.0
42533,69.0
42534,74.0
42535,79.0
42536,78.0
42537,87.0
42538,82.0
42539,74.0
42540,77.0
42541,84.0
42542,87.0
42543,91.0
42544,77.0
42545,74.0
42546,84.0
42547,89.0
42548,94.0
42549,92.0
42550,97.0
42551,92.0
42552,98.0
42553,116.0
42554,113.0
42555,101.0
42556,87.0
42557,54.0
42558,50.0
42559,42.0
42560,38.0
42561,38.0
42562,39.0
42563,33.0
42564,34.0
42565,40.0
42566,48.0
42567,45.0
42568,39.0
42569,44.0
42570,57.0
42571,77.0
42572,76.0
42573,98.0
42574,101.0
42575,104.0
42576,106.0
42577,108.0
42578,98.0
42579,79.0
42580,44.0
42581,33.0
42582,45.0
42583,53.0
42584,47.0
42585,42.0
42586,34.0
42587,38.0
42588,41.0
42589,56.0
42590,59.0
42591,68.0
42592,79.0
42593,79.0
42594,111.0
42595,147.0
42596,153.0
42597,145.0
42598,143.0
42599,144.0
42600,200.0
42601,239.0
42602,185.0
42603,163.0
42604,28.0
42605,12.0
42606,9.0
42607,9.0
42608,11.0
42609,15.0
42610,13.0
42611,14.0
42612,17.0
42613,18.0
42614,16.0
42615,11.0
42616,7.0
42617,9.0
42618,13.0
42619,16.0
42620,8.0
42621,19.0
42622,8.0
42623,9.0
42624,5.0
42625,2.0
42626,2.0
42627,3.0
42628,3.0
42629,6.0
42630,4.0
42631,4.0
42632,5.0
42633,6.0
42634,6.0
42635,5.0
42636,4.0
42637,6.0
42638,5.0
42639,3.0
42640,5.0
42641,7.0
42642,9.0
42643,11.0
42644,12.0
42645,15.0
42646,17.0
42647,12.0
42648,11.0
42649,12.0
42650,12.0
42651,11.0
42652,13.0
42653,15.0
42654,21.0
42655,21.0
42656,40.0
42657,40.0
42658,20.0
42659,16.0
42660,26.0
42661,25.0
42662,25.0
42663,35.0
42664,18.0
42665,31.0
42666,30.0
42667,33.0
42668,45.0
42669,53.0
42670,44.0
42671,43.0
42672,52.0
42673,52.0
42674,52.0
42675,54.0
42676,52.0
42677,49.0
42678,49.0
42679,40.0
42680,41.0
42681,24.0
42682,30.0
42683,21.0
42684,22.0
42685,20.0
42686,21.0
42687,21.0
42688,25.0
42689,32.0
42690,35.0
42691,50.0
42692,74.0
42693,64.0
42694,90.0
42695,138.0
42696,182.0
42697,210.0
42698,208.0
42699,152.0
42700,122.0
42701,87.0
42702,62.0
42703,52.0
42704,52.0
42705,59.0
42706,96.0
42707,128.0
42708,141.0
42709,167.0
42710,206.0
42711,227.0
42712,246.0
42713,230.0
42714,239.0
42715,238.0
42716,250.0
42717,261.0
42718,283.0
42719,273.0
42720,281.0
42721,218.0
42722,222.0
42723,206.0
42724,304.0
42725,299.0
42726,284.0
42727,266.0
42728,256.0
42729,79.0
42730,38.0
42731,22.0
42732,15.0
42733,21.0
42734,18.0
42735,19.0
42736,16.0
42737,17.0
42738,15.0
42739,24.0
42740,12.0
42741,19.0
42742,13.0
42743,12.0
42744,13.0
42745,12.0
42746,13.0
42747,11.0
42748,11.0
42749,9.0
42750,11.0
42751,17.0
42752,19.0
42753,19.0
42754,16.0
42755,14.0
42756,15.0
42757,15.0
42758,8.0
42759,13.0
42760,16.0
42761,27.0
42762,47.0
42763,54.0
42764,62.0
42765,66.0
42766,72.0
42767,81.0
42768,138.0
42769,121.0
42770,78.0
42771,78.0
42772,63.0
42773,45.0
42774,39.0
42775,40.0
42776,42.0
42777,41.0
42778,53.0
42779,52.0
42780,61.0
42781,59.0
42782,53.0
42783,59.0
42784,63.0
42785,86.0
42786,106.0
42787,136.0
42788,158.0
42789,189.0
42790,203.0
42791,221.0
42792,257.0
42793,333.0
42794,371.0
42795,354.0
42796,273.0
42797,255.0
42798,165.0
42799,198.0
42800,275.0
42801,320.0
42802,284.0
42803,346.0
42804,311.0
42805,372.0
42806,399.0
42807,370.0
42808,327.0
42809,346.0
42810,351.0
42811,362.0
42812,394.0
42813,409.0
42814,384.0
42815,393.0
42816,380.0
42817,330.0
42818,324.0
42819,334.0
42820,334.0
42821,368.0
42822,360.0
42823,324.0
42824,299.0
42825,305.0
42826,290.0
42827,314.0
42828,315.0
42829,306.0
42830,292.0
42831,315.0
42832,332.0
42833,342.0
42834,338.0
42835,375.0
42836,491.0
42837,552.0
42838,582.0
42839,559.0
42840,582.0
42841,552.0
42842,460.0
42843,414.0
42844,373.0
42845,355.0
42846,339.0
42847,312.0
42848,287.0
42849,177.0
42850,133.0
42851,93.0
42852,82.0
42853,86.0
42854,88.0
42855,33.0
42856,16.0
42857,19.0
42858,22.0
42859,31.0
42860,37.0
42861,38.0
42862,30.0
42863,17.0
42864,9.0
42865,9.0
42866,12.0
42867,8.0
42868,10.0
42869,13.0
42870,15.0
42871,29.0
42872,31.0
42873,37.0
42874,36.0
42875,31.0
42876,26.0
42877,28.0
42878,26.0
42879,38.0
42880,48.0
42881,65.0
42882,79.0
42883,101.0
42884,123.0
42885,146.0
42886,127.0
42887,107.0
42888,106.0
42889,116.0
42890,100.0
42891,91.0
42892,91.0
42893,99.0
42894,110.0
42895,111.0
42896,113.0
42897,101.0
42898,101.0
42899,111.0
42900,114.0
42901,119.0
42902,141.0
42903,149.0
42904,134.0
42905,143.0
42906,174.0
42907,182.0
42908,181.0
42909,186.0
42910,193.0
42911,240.0
42912,289.0
42913,282.0
42914,188.0
42915,175.0
42916,150.0
42917,116.0
42918,100.0
42919,42.0
42920,41.0
42921,30.0
42922,28.0
42923,19.0
42924,22.0
42925,22.0
42926,22.0
42927,31.0
42928,31.0
42929,44.0
42930,46.0
42931,62.0
42932,80.0
42933,129.0
42934,118.0
42935,90.0
42936,78.0
42937,86.0
42938,111.0
42939,144.0
42940,121.0
42941,112.0
42942,111.0
42943,146.0
42944,159.0
42945,151.0
42946,143.0
42947,157.0
42948,174.0
42949,199.0
42950,192.0
42951,189.0
42952,159.0
42953,205.0
42954,230.0
42955,280.0
42956,266.0
42957,311.0
42958,342.0
42959,323.0
42960,299.0
42961,283.0
42962,258.0
42963,239.0
42964,236.0
42965,241.0
42966,226.0
42967,215.0
42968,201.0
42969,201.0
42970,234.0
42971,241.0
42972,250.0
42973,259.0
42974,289.0
42975,330.0
42976,350.0
42977,350.0
42978,388.0
42979,379.0
42980,436.0
42981,502.0
42982,522.0
42983,470.0
42984,439.0
42985,362.0
42986,176.0
42987,98.0
42988,24.0
42989,20.0
42990,11.0
42991,11.0
42992,14.0
42993,14.0
42994,16.0
42995,13.0
42996,13.0
42997,14.0
42998,18.0
42999,17.0
43000,16.0
43001,20.0
43002,30.0
43003,24.0
43004,34.0
43005,37.0
43006,39.0
43007,34.0
43008,39.0
43009,49.0
43010,51.0
43011,52.0
43012,70.0
43013,83.0
43014,92.0
43015,95.0
43016,83.0
43017,66.0
43018,66.0
43019,77.0
